group,Time_min,AvgActivity
004_N2_YS_OAP,5010,120
004_N2_YS_OAP,5040,114
004_N2_YS_OAP,5070,105
004_N2_YS_OAP,5100,103
004_N2_YS_OAP,5130,122
004_N2_YS_OAP,5160,120
004_N2_YS_OAP,5190,135
004_N2_YS_OAP,5220,140
004_N2_YS_OAP,5250,125
005_N2_NT_KID,210,242
005_N2_NT_KID,240,217
005_N2_NT_KID,270,213
005_N2_NT_KID,300,250
005_N2_NT_KID,330,249
005_N2_NT_KID,360,232
005_N2_NT_KID,390,243
005_N2_NT_KID,420,261
005_N2_NT_KID,450,253
005_N2_NT_KID,480,262
005_N2_NT_KID,510,302
005_N2_NT_KID,540,307
005_N2_NT_KID,570,280
005_N2_NT_KID,600,292
005_N2_NT_KID,630,292
005_N2_NT_KID,660,310
005_N2_NT_KID,690,309
005_N2_NT_KID,720,299
005_N2_NT_KID,750,325
005_N2_NT_KID,780,287
005_N2_NT_KID,810,278
005_N2_NT_KID,840,305
005_N2_NT_KID,870,291
005_N2_NT_KID,900,290
005_N2_NT_KID,930,298
005_N2_NT_KID,960,316
005_N2_NT_KID,990,327
005_N2_NT_KID,1020,302
005_N2_NT_KID,1050,301
005_N2_NT_KID,1080,284
005_N2_NT_KID,1110,283
005_N2_NT_KID,1140,300
005_N2_NT_KID,1170,287
005_N2_NT_KID,1200,291
005_N2_NT_KID,1230,260
005_N2_NT_KID,1260,322
005_N2_NT_KID,1290,313
005_N2_NT_KID,1320,293
005_N2_NT_KID,1350,292
005_N2_NT_KID,1380,303
005_N2_NT_KID,1410,296
005_N2_NT_KID,1440,335
005_N2_NT_KID,1470,316
005_N2_NT_KID,1500,330
005_N2_NT_KID,1530,339
005_N2_NT_KID,1560,343
005_N2_NT_KID,1590,308
005_N2_NT_KID,1620,303
005_N2_NT_KID,1650,314
005_N2_NT_KID,1680,310
005_N2_NT_KID,1710,329
005_N2_NT_KID,1740,323
005_N2_NT_KID,1770,309
005_N2_NT_KID,1800,305
005_N2_NT_KID,1830,320
005_N2_NT_KID,1860,312
005_N2_NT_KID,1890,303
005_N2_NT_KID,1920,308
005_N2_NT_KID,1950,331
005_N2_NT_KID,1980,321
005_N2_NT_KID,2010,334
005_N2_NT_KID,2040,326
005_N2_NT_KID,2070,316
005_N2_NT_KID,2100,312
005_N2_NT_KID,2130,316
005_N2_NT_KID,2160,305
005_N2_NT_KID,2190,303
005_N2_NT_KID,2220,288
005_N2_NT_KID,2250,316
005_N2_NT_KID,2280,290
005_N2_NT_KID,2310,305
005_N2_NT_KID,2340,308
005_N2_NT_KID,2370,311
005_N2_NT_KID,2400,296
005_N2_NT_KID,2430,296
005_N2_NT_KID,2460,316
005_N2_NT_KID,2490,305
005_N2_NT_KID,2520,291
005_N2_NT_KID,2550,279
005_N2_NT_KID,2580,312
005_N2_NT_KID,2610,304
005_N2_NT_KID,2640,291
005_N2_NT_KID,2670,283
005_N2_NT_KID,2700,292
005_N2_NT_KID,2730,289
005_N2_NT_KID,2760,287
005_N2_NT_KID,2790,292
005_N2_NT_KID,2820,295
005_N2_NT_KID,2850,298
005_N2_NT_KID,2880,269
005_N2_NT_KID,2910,279
005_N2_NT_KID,2940,278
005_N2_NT_KID,2970,284
005_N2_NT_KID,3000,273
005_N2_NT_KID,3030,285
005_N2_NT_KID,3060,290
005_N2_NT_KID,3090,278
005_N2_NT_KID,3120,270
005_N2_NT_KID,3150,280
005_N2_NT_KID,3180,256
005_N2_NT_KID,3210,261
005_N2_NT_KID,3240,265
005_N2_NT_KID,3270,287
005_N2_NT_KID,3300,266
005_N2_NT_KID,3330,254
005_N2_NT_KID,3360,263
005_N2_NT_KID,3390,249
005_N2_NT_KID,3420,250
005_N2_NT_KID,3450,268
005_N2_NT_KID,3480,256
005_N2_NT_KID,3510,239
005_N2_NT_KID,3540,267
005_N2_NT_KID,3570,272
005_N2_NT_KID,3600,268
005_N2_NT_KID,3630,255
005_N2_NT_KID,3660,245
005_N2_NT_KID,3690,257
005_N2_NT_KID,3720,285
005_N2_NT_KID,3750,268
005_N2_NT_KID,3780,259
005_N2_NT_KID,3810,267
005_N2_NT_KID,3840,266
005_N2_NT_KID,3870,246
005_N2_NT_KID,3900,249
005_N2_NT_KID,3930,250
005_N2_NT_KID,3960,258
005_N2_NT_KID,3990,238
005_N2_NT_KID,4020,245
005_N2_NT_KID,4050,265
005_N2_NT_KID,4080,259
005_N2_NT_KID,4110,244
005_N2_NT_KID,4140,240
005_N2_NT_KID,4170,258
005_N2_NT_KID,4200,250
005_N2_NT_KID,4230,244
005_N2_NT_KID,4260,215
005_N2_NT_KID,4290,224
005_N2_NT_KID,4320,240
005_N2_NT_KID,4350,242
